id,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,age group,delay category,service score
81719,female,loyal customer,39,business travel,business,1487,3,3,3,3,4,4,5,4,4,4,4,4,4,3,7,0.0,satisfied,31-45,1-15,3.8333333333333335
85554,female,loyal customer,49,business travel,business,317,0,1,1,1,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,46-60,no delay,3.5
12645,female,loyal customer,48,personal travel,eco,844,3,4,4,3,4,4,4,4,4,4,4,3,4,3,0,1.0,neutral or dissatisfied,46-60,no delay,3.75
101275,male,loyal customer,52,business travel,business,3747,5,5,5,5,2,4,5,4,4,4,4,5,4,5,24,20.0,satisfied,46-60,16-30,4.25
95982,female,loyal customer,25,business travel,business,2748,4,4,4,4,3,3,3,3,3,2,4,5,4,3,0,0.0,satisfied,18-30,no delay,3.4166666666666665
74610,female,loyal customer,16,business travel,business,1503,3,5,5,5,3,3,3,3,2,4,3,2,3,3,0,0.0,neutral or dissatisfied,under 18,no delay,3.0833333333333335
76449,male,loyal customer,58,business travel,business,1717,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied,46-60,no delay,3.5
14030,male,disloyal customer,8,business travel,business,1117,4,3,4,3,3,4,3,3,4,5,4,4,3,3,0,7.0,neutral or dissatisfied,under 18,no delay,3.6666666666666665
69692,male,loyal customer,42,business travel,business,1372,3,3,5,3,4,4,4,5,4,5,4,4,3,4,141,125.0,satisfied,31-45,60+,4.083333333333333
47648,female,loyal customer,52,business travel,business,2768,4,1,1,1,2,4,4,4,4,3,4,2,4,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.3333333333333335
52168,female,loyal customer,47,business travel,eco,370,5,3,3,3,2,1,1,5,5,5,5,3,5,4,0,0.0,satisfied,46-60,no delay,3.6666666666666665
60251,female,loyal customer,69,personal travel,eco,1546,1,5,1,2,4,3,4,1,1,1,1,4,1,3,1,26.0,neutral or dissatisfied,60+,1-15,2.0833333333333335
35881,female,loyal customer,47,personal travel,eco,1023,2,3,3,3,5,3,3,4,4,3,1,3,4,4,0,0.0,neutral or dissatisfied,46-60,no delay,3.25
28852,female,loyal customer,41,business travel,business,3636,1,1,1,1,3,5,4,4,4,4,4,5,4,2,0,0.0,satisfied,31-45,no delay,3.4166666666666665
55341,female,loyal customer,40,personal travel,eco,1325,4,4,4,3,1,4,1,1,4,2,4,5,5,1,0,9.0,neutral or dissatisfied,31-45,no delay,3.0
84553,female,loyal customer,56,personal travel,eco,2556,1,4,1,3,3,3,1,5,5,1,5,1,5,2,0,0.0,neutral or dissatisfied,46-60,no delay,2.75
100249,male,loyal customer,41,business travel,business,1052,2,2,2,2,4,4,4,4,4,4,4,3,4,4,6,0.0,satisfied,31-45,1-15,3.5833333333333335
2463,female,loyal customer,40,business travel,eco,773,3,4,4,4,3,3,3,3,2,5,4,4,4,3,15,26.0,neutral or dissatisfied,31-45,1-15,3.4166666666666665
22924,male,loyal customer,12,personal travel,business,817,2,3,2,2,1,2,1,1,1,3,5,3,2,1,0,0.0,neutral or dissatisfied,under 18,no delay,2.0
25542,male,loyal customer,59,personal travel,eco,516,4,5,3,4,1,3,1,1,5,3,4,5,4,1,3,0.0,satisfied,46-60,1-15,2.9166666666666665
115972,female,loyal customer,21,personal travel,eco,447,1,5,1,1,2,1,2,2,3,5,5,3,4,2,34,19.0,neutral or dissatisfied,18-30,31-60,2.5833333333333335
2980,male,loyal customer,12,personal travel,eco,462,2,4,2,3,2,2,2,2,3,4,2,2,1,2,0,0.0,neutral or dissatisfied,under 18,no delay,2.1666666666666665
125097,male,loyal customer,31,business travel,eco,361,1,5,5,5,1,1,1,1,2,5,3,4,4,1,0,0.0,neutral or dissatisfied,31-45,no delay,2.4166666666666665
46701,female,loyal customer,37,personal travel,eco,125,3,2,3,3,2,3,2,2,3,3,3,4,3,2,6,4.0,neutral or dissatisfied,31-45,1-15,2.75
108006,female,loyal customer,38,personal travel,eco,271,4,0,5,3,2,5,2,2,4,2,4,3,5,2,0,0.0,satisfied,31-45,no delay,3.3333333333333335
19578,male,loyal customer,45,personal travel,eco,173,2,5,0,1,2,0,5,2,5,5,4,4,4,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.9166666666666665
59508,male,loyal customer,43,business travel,business,1950,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,31-45,no delay,3.9166666666666665
56446,female,loyal customer,52,personal travel,eco,719,1,5,2,2,3,5,5,3,3,2,3,3,3,3,0,17.0,neutral or dissatisfied,46-60,no delay,3.0
48800,female,loyal customer,57,business travel,business,153,3,4,4,4,5,3,4,2,2,2,3,4,2,2,0,0.0,neutral or dissatisfied,46-60,no delay,3.0
129592,female,loyal customer,13,personal travel,business,337,2,3,2,3,1,2,1,1,4,5,2,5,5,1,0,18.0,neutral or dissatisfied,under 18,no delay,2.5833333333333335
114039,female,loyal customer,45,business travel,business,3732,5,5,5,5,5,5,5,5,5,5,5,3,5,4,17,0.0,satisfied,31-45,16-30,4.75
66800,female,loyal customer,43,business travel,business,3854,5,5,5,5,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,31-45,no delay,4.666666666666667
106799,male,loyal customer,53,business travel,eco,977,2,4,2,4,2,2,2,2,3,2,3,2,3,2,20,17.0,neutral or dissatisfied,46-60,16-30,2.25
47057,male,loyal customer,23,business travel,business,3073,4,4,1,4,5,5,5,5,1,3,1,3,3,5,0,3.0,satisfied,18-30,no delay,3.4166666666666665
61824,female,loyal customer,16,personal travel,eco,1379,2,5,2,2,2,2,2,2,5,2,4,3,5,2,2,0.0,neutral or dissatisfied,under 18,1-15,2.75
68207,male,loyal customer,23,business travel,eco,631,2,2,2,2,2,1,1,2,3,5,4,3,4,2,0,8.0,neutral or dissatisfied,18-30,no delay,2.5833333333333335
125512,male,loyal customer,45,personal travel,eco,666,2,5,2,4,4,2,4,4,4,5,5,4,5,4,0,0.0,neutral or dissatisfied,31-45,no delay,3.75
93019,female,loyal customer,46,business travel,business,2820,2,2,2,2,2,1,2,5,5,5,5,2,5,3,1,0.0,satisfied,46-60,1-15,3.25
87296,female,loyal customer,49,personal travel,eco,577,2,5,2,2,3,4,5,1,1,2,1,4,1,3,23,2.0,neutral or dissatisfied,46-60,16-30,2.4166666666666665
76748,female,loyal customer,40,business travel,business,2808,4,3,3,3,3,3,4,3,3,3,4,4,3,3,7,2.0,neutral or dissatisfied,31-45,1-15,3.3333333333333335
85879,female,loyal customer,19,business travel,business,2172,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,18-30,no delay,4.166666666666667
63961,female,loyal customer,48,personal travel,eco,1192,4,2,4,3,4,3,3,1,1,4,2,3,1,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.5833333333333335
94760,female,loyal customer,64,business travel,business,1773,2,4,3,4,5,3,3,2,2,3,2,4,2,4,0,0.0,neutral or dissatisfied,60+,no delay,2.9166666666666665
49608,female,loyal customer,38,business travel,eco,109,5,3,3,3,5,5,5,5,5,2,4,1,1,5,31,0.0,satisfied,31-45,31-60,3.8333333333333335
80520,male,loyal customer,23,personal travel,eco,1749,2,1,1,4,3,1,3,3,1,1,4,2,3,3,97,89.0,neutral or dissatisfied,18-30,60+,2.25
23328,female,loyal customer,38,business travel,business,3753,2,2,2,2,1,1,5,4,4,4,4,4,4,1,0,0.0,satisfied,31-45,no delay,3.0
13560,male,loyal customer,41,personal travel,eco,214,1,4,1,2,2,1,1,2,4,3,5,4,5,2,16,34.0,neutral or dissatisfied,31-45,16-30,2.5833333333333335
119121,male,loyal customer,29,personal travel,eco,1020,1,4,1,4,1,1,1,1,3,3,3,4,3,1,0,0.0,neutral or dissatisfied,18-30,no delay,1.9166666666666667
42917,male,loyal customer,47,business travel,eco plus,368,5,1,2,1,4,5,4,4,5,5,2,4,3,4,0,0.0,satisfied,46-60,no delay,3.9166666666666665
52954,male,loyal customer,50,personal travel,eco plus,1448,2,3,2,5,4,2,4,4,4,3,4,3,1,4,20,4.0,neutral or dissatisfied,46-60,16-30,3.0833333333333335
83112,female,loyal customer,18,personal travel,eco,1127,2,5,2,3,3,2,3,3,4,4,4,3,5,3,0,0.0,neutral or dissatisfied,under 18,no delay,3.1666666666666665
88574,female,loyal customer,20,personal travel,eco,545,2,0,2,3,5,2,1,5,3,4,3,3,1,5,4,0.0,neutral or dissatisfied,18-30,1-15,3.0
111570,female,loyal customer,41,business travel,business,3238,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,31-45,no delay,3.75
28662,female,loyal customer,12,personal travel,eco,2466,2,4,2,3,1,2,1,1,4,4,5,4,4,1,0,0.0,neutral or dissatisfied,under 18,no delay,2.5833333333333335
27177,female,loyal customer,36,personal travel,eco,2715,2,3,2,3,2,3,2,4,5,3,3,2,3,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.75
129585,male,loyal customer,49,business travel,business,337,3,4,3,3,4,5,5,4,4,4,4,5,4,3,10,0.0,satisfied,46-60,1-15,4.0
35759,female,loyal customer,55,personal travel,eco,1608,2,2,2,4,2,3,4,5,5,2,5,3,5,2,0,0.0,neutral or dissatisfied,46-60,no delay,3.3333333333333335
49475,female,loyal customer,43,business travel,business,3004,3,3,3,3,2,4,3,2,2,2,3,1,2,2,0,0.0,neutral or dissatisfied,31-45,no delay,2.4166666666666665
78904,female,disloyal customer,49,business travel,business,980,2,2,2,2,3,2,3,3,3,5,5,4,4,3,11,6.0,neutral or dissatisfied,46-60,1-15,3.25
29619,female,disloyal customer,35,business travel,eco,1462,1,1,1,1,3,1,3,3,1,5,1,3,2,3,0,0.0,neutral or dissatisfied,31-45,no delay,2.25
77512,male,loyal customer,45,business travel,business,1521,1,1,3,1,3,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,31-45,no delay,4.083333333333333
31631,female,loyal customer,28,business travel,business,862,5,5,5,5,5,5,5,5,2,3,1,1,2,5,9,5.0,satisfied,18-30,1-15,3.6666666666666665
38913,male,loyal customer,60,business travel,business,1833,4,4,4,4,1,4,5,4,4,4,4,1,4,2,0,0.0,satisfied,46-60,no delay,3.4166666666666665
35366,male,loyal customer,35,business travel,business,2398,2,4,2,4,1,3,2,2,2,2,2,4,2,3,0,9.0,neutral or dissatisfied,31-45,no delay,2.25
111817,female,disloyal customer,38,business travel,business,349,3,3,3,5,4,3,4,4,5,4,4,5,5,4,29,28.0,neutral or dissatisfied,31-45,16-30,4.0
12259,male,loyal customer,48,business travel,business,1722,4,5,4,4,4,2,3,4,4,4,4,2,4,1,0,0.0,satisfied,46-60,no delay,3.3333333333333335
19790,female,loyal customer,65,personal travel,eco,578,2,4,3,4,2,4,4,3,3,3,3,4,3,3,99,101.0,neutral or dissatisfied,60+,60+,3.0833333333333335
33260,male,loyal customer,30,personal travel,eco plus,163,3,5,3,2,1,3,1,1,4,2,4,5,5,1,9,11.0,neutral or dissatisfied,18-30,1-15,2.75
107079,female,loyal customer,51,personal travel,eco,395,2,4,5,1,2,4,5,3,3,5,3,1,3,1,0,0.0,neutral or dissatisfied,46-60,no delay,3.0833333333333335
15174,male,disloyal customer,23,business travel,eco,416,5,0,5,2,4,5,4,4,3,5,5,3,2,4,18,4.0,satisfied,18-30,16-30,4.083333333333333
23620,female,loyal customer,37,business travel,eco,977,3,4,4,4,3,3,3,3,2,2,3,3,3,3,0,0.0,neutral or dissatisfied,31-45,no delay,2.9166666666666665
18128,male,loyal customer,23,business travel,business,3095,5,5,5,5,5,5,3,5,2,5,4,3,3,5,9,0.0,satisfied,18-30,1-15,4.166666666666667
105291,male,loyal customer,32,business travel,business,738,4,4,4,4,4,4,4,4,4,2,4,3,3,4,0,3.0,neutral or dissatisfied,31-45,no delay,3.6666666666666665
56451,male,loyal customer,67,personal travel,eco,719,3,3,3,4,1,3,1,1,2,2,3,1,5,1,24,14.0,neutral or dissatisfied,60+,16-30,2.1666666666666665
102068,male,loyal customer,65,personal travel,business,226,1,4,1,1,5,5,4,4,4,1,4,5,4,3,37,20.0,neutral or dissatisfied,60+,31-60,3.4166666666666665
57995,female,loyal customer,48,business travel,business,1943,1,1,1,1,3,5,5,5,5,5,5,4,5,5,0,0.0,satisfied,46-60,no delay,4.083333333333333
146,male,loyal customer,60,business travel,business,2371,4,4,4,4,2,4,5,4,4,4,4,3,4,3,66,61.0,satisfied,46-60,60+,3.75
18770,female,loyal customer,31,business travel,business,551,3,1,1,1,3,3,3,3,3,4,3,4,4,3,53,48.0,neutral or dissatisfied,31-45,31-60,3.0833333333333335
42774,male,loyal customer,22,business travel,eco plus,493,4,1,5,5,4,4,4,4,2,4,2,3,4,4,19,6.0,satisfied,18-30,16-30,3.6666666666666665
13776,male,disloyal customer,27,business travel,eco,925,2,2,2,5,5,2,5,5,2,5,5,1,4,5,4,3.0,neutral or dissatisfied,18-30,1-15,3.5833333333333335
103702,female,loyal customer,19,personal travel,eco,405,2,2,2,4,1,2,1,1,3,2,4,4,3,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.1666666666666665
69826,female,disloyal customer,26,business travel,eco,1055,3,3,3,4,4,3,4,4,3,5,4,2,4,4,0,0.0,neutral or dissatisfied,18-30,no delay,3.5833333333333335
57906,male,loyal customer,72,business travel,eco,305,4,3,3,3,4,4,4,4,2,3,3,1,3,4,0,0.0,neutral or dissatisfied,60+,no delay,3.25
31358,female,loyal customer,34,business travel,business,589,5,5,5,5,1,1,5,5,5,5,5,5,5,5,0,11.0,satisfied,31-45,no delay,4.333333333333333
92805,female,loyal customer,45,business travel,business,1587,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,31-45,no delay,3.5833333333333335
104375,male,loyal customer,51,business travel,business,3090,2,4,4,4,3,3,4,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied,46-60,no delay,2.5833333333333335
109896,female,disloyal customer,26,business travel,eco,804,2,2,2,3,4,2,3,4,1,4,4,1,4,4,7,0.0,neutral or dissatisfied,18-30,1-15,2.9166666666666665
102955,female,loyal customer,12,personal travel,eco,719,3,4,3,3,1,3,1,1,5,2,4,4,4,1,0,0.0,neutral or dissatisfied,under 18,no delay,2.6666666666666665
44736,female,loyal customer,72,business travel,eco plus,67,2,5,3,5,2,3,4,3,3,2,3,4,3,3,28,18.0,neutral or dissatisfied,60+,16-30,2.9166666666666665
28135,male,loyal customer,45,business travel,eco,550,4,2,4,4,4,4,4,4,4,4,3,5,5,4,0,0.0,satisfied,31-45,no delay,4.083333333333333
55871,female,loyal customer,22,business travel,business,2809,2,2,2,2,5,5,5,5,3,4,4,5,4,5,36,28.0,satisfied,18-30,31-60,4.083333333333333
8818,female,loyal customer,53,personal travel,eco,552,4,4,4,1,4,5,4,5,5,4,5,4,5,5,0,0.0,neutral or dissatisfied,46-60,no delay,4.5
86148,female,disloyal customer,33,business travel,business,356,3,3,3,4,4,3,4,4,4,5,5,5,5,4,12,0.0,neutral or dissatisfied,31-45,1-15,4.083333333333333
120162,female,loyal customer,46,personal travel,business,119,4,0,4,1,5,5,4,4,4,4,4,3,4,3,13,32.0,neutral or dissatisfied,46-60,1-15,4.0
117547,male,loyal customer,54,business travel,business,1545,2,2,2,2,5,5,5,5,5,5,5,4,5,4,1,0.0,satisfied,46-60,1-15,4.333333333333333
112385,female,loyal customer,40,business travel,eco,819,4,2,3,3,4,4,4,4,1,2,3,1,3,4,23,6.0,neutral or dissatisfied,31-45,16-30,3.0833333333333335
19908,female,loyal customer,37,business travel,business,1801,2,4,3,3,4,4,3,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied,31-45,no delay,2.5833333333333335
45098,female,loyal customer,35,business travel,business,1658,2,2,5,2,1,2,1,5,5,5,3,3,5,3,6,6.0,satisfied,31-45,1-15,3.3333333333333335
43810,female,disloyal customer,26,business travel,business,114,4,0,5,3,4,5,4,4,4,2,5,4,4,4,0,13.0,satisfied,18-30,no delay,4.083333333333333
22981,female,loyal customer,62,business travel,eco,128,4,3,3,3,2,5,1,5,5,4,5,3,5,1,0,16.0,satisfied,60+,no delay,3.5833333333333335
68134,male,loyal customer,58,business travel,business,813,1,1,1,1,5,5,5,3,3,3,3,5,3,3,0,0.0,satisfied,46-60,no delay,3.3333333333333335
23518,female,loyal customer,55,personal travel,eco,349,2,3,2,3,2,3,5,2,2,2,2,5,2,3,0,0.0,neutral or dissatisfied,46-60,no delay,2.6666666666666665
109188,female,loyal customer,60,business travel,business,1508,3,1,1,1,2,2,2,3,3,3,3,2,3,2,15,15.0,neutral or dissatisfied,46-60,1-15,2.4166666666666665
1150,female,loyal customer,15,personal travel,eco,89,3,5,3,4,5,3,1,5,5,5,4,3,5,5,0,0.0,neutral or dissatisfied,under 18,no delay,3.9166666666666665
44586,male,loyal customer,67,personal travel,eco,157,4,1,4,3,5,4,5,5,4,5,3,4,3,5,45,33.0,neutral or dissatisfied,60+,31-60,4.25
84299,male,loyal customer,43,business travel,business,2828,0,1,1,2,5,5,4,3,3,3,3,5,3,5,39,41.0,satisfied,31-45,31-60,3.3333333333333335
103793,male,loyal customer,30,business travel,business,3131,1,1,1,1,5,4,5,5,5,5,4,5,5,5,7,0.0,satisfied,18-30,1-15,4.166666666666667
35032,female,loyal customer,42,business travel,eco,718,5,1,4,1,3,3,3,5,5,5,5,3,5,1,0,0.0,satisfied,31-45,no delay,3.9166666666666665
103291,male,loyal customer,40,business travel,business,1959,3,3,3,3,4,4,4,4,3,5,5,4,5,4,209,191.0,satisfied,31-45,60+,4.0
93909,male,loyal customer,47,business travel,business,3496,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,2.0,satisfied,46-60,no delay,4.0
127925,male,loyal customer,38,business travel,business,2300,4,2,2,2,4,4,3,4,4,4,4,3,4,2,60,37.0,neutral or dissatisfied,31-45,31-60,3.5
128097,female,loyal customer,25,personal travel,eco,2845,3,0,3,5,3,3,3,1,1,3,2,3,3,3,0,1.0,neutral or dissatisfied,18-30,no delay,2.5833333333333335
26149,male,disloyal customer,26,business travel,eco,406,3,5,3,4,3,3,3,5,5,4,1,3,4,3,149,138.0,neutral or dissatisfied,18-30,60+,3.3333333333333335
95886,male,loyal customer,66,personal travel,eco,580,2,4,2,3,4,2,4,4,5,3,5,3,4,4,26,13.0,neutral or dissatisfied,60+,16-30,3.5
125425,female,loyal customer,69,business travel,eco,735,1,4,4,4,3,3,4,1,1,1,1,4,1,2,12,4.0,neutral or dissatisfied,60+,1-15,2.1666666666666665
120078,female,loyal customer,22,business travel,business,1722,2,5,5,5,2,2,2,2,2,4,3,3,3,2,0,53.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
60625,male,loyal customer,8,personal travel,eco plus,1201,2,5,2,3,3,2,3,3,4,2,1,5,5,3,24,14.0,neutral or dissatisfied,under 18,16-30,2.9166666666666665
115031,female,disloyal customer,37,business travel,business,372,5,5,5,4,4,5,4,4,4,4,5,3,4,4,11,0.0,satisfied,31-45,1-15,4.25
37077,female,loyal customer,69,personal travel,eco,1072,1,5,1,5,4,4,4,1,1,1,1,4,1,4,18,7.0,neutral or dissatisfied,60+,16-30,2.25
69252,male,loyal customer,28,business travel,eco,733,4,2,2,2,4,4,4,4,3,4,3,3,4,4,15,22.0,neutral or dissatisfied,18-30,1-15,3.5833333333333335
12194,male,loyal customer,51,business travel,eco plus,1075,2,4,1,4,2,2,2,2,1,2,4,4,3,2,5,0.0,neutral or dissatisfied,46-60,1-15,2.25
80188,female,loyal customer,46,personal travel,eco,2586,3,1,3,3,3,4,4,2,4,4,3,4,1,4,59,57.0,neutral or dissatisfied,46-60,31-60,3.25
10430,male,disloyal customer,39,business travel,business,140,4,4,4,3,4,4,2,4,3,4,4,4,4,4,0,7.0,satisfied,31-45,no delay,3.75
21262,female,disloyal customer,21,business travel,eco plus,903,4,3,4,4,1,4,1,1,4,5,3,1,4,1,35,28.0,neutral or dissatisfied,18-30,31-60,2.75
55236,male,loyal customer,46,business travel,business,2423,4,4,4,4,2,4,4,4,4,4,4,5,4,5,1,0.0,satisfied,46-60,1-15,4.0
126917,female,loyal customer,36,business travel,business,3130,2,2,2,2,5,5,5,5,5,5,5,5,5,3,62,65.0,satisfied,31-45,60+,4.333333333333333
112190,male,loyal customer,60,business travel,business,2198,3,3,3,3,3,4,4,4,4,4,4,3,4,3,23,4.0,satisfied,46-60,16-30,3.5833333333333335
16342,male,loyal customer,23,business travel,eco plus,602,2,5,5,5,2,2,1,2,3,4,4,4,4,2,21,44.0,neutral or dissatisfied,18-30,16-30,2.9166666666666665
2201,male,loyal customer,52,personal travel,eco,685,4,4,4,5,4,4,4,4,3,4,5,5,4,4,0,0.0,satisfied,46-60,no delay,4.083333333333333
53687,male,loyal customer,36,business travel,eco,1208,4,5,5,5,4,4,4,4,2,1,2,2,3,4,3,0.0,satisfied,31-45,1-15,3.25
47168,male,loyal customer,41,business travel,business,2789,3,3,2,3,4,3,3,4,4,3,4,3,4,5,10,0.0,satisfied,31-45,1-15,3.5
8782,male,loyal customer,45,business travel,business,3305,2,2,2,2,3,5,5,4,4,4,4,4,4,3,8,0.0,satisfied,31-45,1-15,3.6666666666666665
75468,male,loyal customer,67,personal travel,eco,2342,3,4,3,3,5,3,2,5,4,2,3,1,4,5,0,0.0,neutral or dissatisfied,60+,no delay,3.3333333333333335
663,female,loyal customer,45,business travel,business,3712,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied,31-45,no delay,4.25
74740,female,loyal customer,56,personal travel,eco,1431,3,5,3,3,4,5,5,1,1,3,1,2,1,5,91,76.0,neutral or dissatisfied,46-60,60+,2.8333333333333335
117904,female,disloyal customer,62,business travel,eco,255,3,3,2,2,2,2,2,2,1,5,3,1,3,2,113,107.0,neutral or dissatisfied,60+,60+,2.3333333333333335
59599,female,loyal customer,30,business travel,business,3720,2,1,1,1,2,3,2,2,2,4,3,3,4,2,27,12.0,neutral or dissatisfied,18-30,16-30,2.5
29479,male,loyal customer,48,business travel,eco,1107,4,5,5,5,4,4,4,4,3,5,4,1,2,4,0,0.0,satisfied,46-60,no delay,3.6666666666666665
105096,female,loyal customer,32,business travel,business,2999,2,2,2,2,4,4,4,4,3,4,5,3,4,4,28,11.0,satisfied,31-45,16-30,3.5833333333333335
94421,female,loyal customer,30,business travel,business,2438,0,1,1,1,2,2,2,2,5,3,5,3,4,2,38,28.0,satisfied,18-30,31-60,2.5833333333333335
49058,female,disloyal customer,40,business travel,business,156,1,1,1,5,4,1,2,4,2,4,5,5,2,4,0,0.0,neutral or dissatisfied,31-45,no delay,2.9166666666666665
47795,male,loyal customer,42,business travel,business,3665,5,5,5,5,5,5,4,4,4,4,4,4,4,3,83,92.0,satisfied,31-45,60+,4.25
125451,female,loyal customer,52,business travel,business,2917,5,5,5,5,5,5,5,3,4,4,4,5,3,5,15,32.0,satisfied,46-60,1-15,4.416666666666667
96114,male,loyal customer,50,business travel,business,1235,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied,46-60,no delay,4.416666666666667
23241,female,loyal customer,18,personal travel,eco plus,549,2,5,2,3,2,2,2,2,5,5,4,5,4,2,0,0.0,neutral or dissatisfied,under 18,no delay,3.0833333333333335
106258,male,loyal customer,30,business travel,business,1500,3,3,3,3,5,4,5,5,4,3,4,3,5,5,0,0.0,satisfied,18-30,no delay,4.083333333333333
64874,female,disloyal customer,26,business travel,eco,190,3,2,3,3,1,3,1,1,4,5,4,3,3,1,0,0.0,neutral or dissatisfied,18-30,no delay,2.6666666666666665
100136,male,disloyal customer,37,business travel,business,468,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0.0,satisfied,31-45,no delay,4.083333333333333
51774,male,loyal customer,64,personal travel,eco,261,1,4,0,3,1,0,1,1,3,1,3,3,4,1,0,0.0,neutral or dissatisfied,60+,no delay,1.5833333333333333
124301,male,disloyal customer,21,business travel,business,255,5,0,5,1,2,5,2,2,5,4,5,3,4,2,0,0.0,satisfied,18-30,no delay,3.6666666666666665
